Product_Name,Selling_Price,MRP,Discount,Noise_Control,Sensitivity,Headphones_Jack,Model_Name,Connectivity_Technology,Wireless_Communication_Technology,Included_Components,Material,Specific_Uses_For_Product,Charging_Time,Compatible_Devices,Item_Weight,Water_Resistance_Level,Net_Quantity,Style,Control_Method,Number_of_Items,Battery_Life,Audio_Driver_Type,Bluetooth_Version,Audio_Driver_Size,Earpiece_Shape,Special_Features,Manufacturer,Model,Product_Dimensions,Item_Model_Number,Batteries,Batteries_Required,Country_of_Origin,Noise Control,Headphones Jack,Model Name,Connectivity Technology,Wireless Communication Technology,Included Components,Specific Uses For Product,Charging Time,Compatible Devices,Item Weight,Water Resistance Level,Net Quantity,Control Method,Number of Items,Battery Life,Audio Driver Type,Bluetooth Version,Audio Driver Size,Earpiece Shape,Special Feature,Special Features,Product Dimensions,Item model number,Batteries Required,Country of Origin
Jabra Evolve2 65 Link380a MS Bluetooth Wireless On Ear Headphone with Mic (Black),"28,489.","₹34,401₹34,401",-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JVC Cool and Comfortable Gumy Plus Earbuds, Olive Black (HAFX7B)","1,479.","₹2,958₹2,958",-50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LUMIFORD Ultimate U57 in-Ear Wired Earphones with Built-in mic (Black) | 3.5 mm Aux Jack Earphones Wired with Effective Bass 10mm Dynamic Drivers, Passive Noise Cancellation, & 1.3m Tangle Free Cable",219.,₹219.00₹219.00,-69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Airdopes 141 Pro Buds, 13mm Drivers, Metallic Finish, 60HRS Battery, 4Mics ENx, Fast Charge, IPX5, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Surfer Silver)",899.,"₹4,990₹4,990",-82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM Drivers & 50H Playtime Bluetooth (Cobalt Blue, True Wireless)",797.,"₹4,999₹4,999",-84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yamaha HPH-MT5 Monitor Headphones, Black","8,100.","₹8,900₹8,900",-9%,,,,,,,,,,,,,,,"₹4,199.00₹4,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leaf Rush X342 in Ear Neckband with Ai Sound App, 28H Playtime, Silicon Neckline, 3 Eq Modes (Bass, Music & Vocal), Fast Charging (10 Min=210 Min), 10Mm Driver, Ipx4, Bluetooth V5.3 (Carbon Black)",699.,₹699.00₹699.00,-65%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOULWIT Replacement Headband Kit for Bose QC35 & QuietComfort 35 II (QC35 ii) Headphones, Easy DIY Installation (Black)","1,614.","₹80,700.00₹80,700.00",-54%,,,,,,,,Faux Leather,,,,,,,,,,,,,,,,SOULWIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JBL Wave Beam 2 Ear Buds Wireless BluetoothV5.3, Active Noise Cancellation Earbuds,Multi Connect, App for Customized Extra Bass Eq, Relax Mode,Speed Charge, 40H Playback, Fast Pair,4 Mics,IP54(Black)","2,999.","₹7,499₹7,499",-60%,,,,,,,,,,,,,,,Wave Beam 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zebronics Zeb-Buds 10 (Green) In Ear Wired Earphones with Mic, Metallic Design, L Shaped Connector, 13.5mm NdFeb Drivers",249.,₹436.84₹436.84,-64%,,Frequency Range: 20hz - 20khz; Control Type: Call Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belkin G3H0002btWHT Wired in Ear Headphone with Mic (White),899.,"₹4,499₹4,499",-80%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portronics Conch Gamma C in Ear Type C Wired Earphones with in Line HD Mic & Magnetic Earbuds, Powerful Audio, 14.2mm Driver, TPE Anti Tangle Wire, in line Controls, Wide Compatibility(Black)",299.,₹799₹799,-63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beyerdynamic DT 770 Pro 80 Wired Over Ear Headphone Without Mic (Black),"14,999.","₹18,000₹18,000",-17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BERTH VE 250 Bluetooth Headphones, 36H Playtime, ENC Noise Cancellation, 40mm Drivers, Deep Bass, True Wireless Over-Ear Headset with Mic, Type-C Fast Charging, Blue","1,198.","₹1,19,800.00₹1,19,800.00",-60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Redragon H510 Zeus Wired Gaming Headphones Over Ear Headset - 7.1 Surround Sound-Memory Foam Ear Pads-53MM Drivers-Detachable Microphone, Works for Multi-Platforms PC, PS4/3 & Xbox One/Series X, NS","4,039.","₹4,999₹4,999",-19%,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zebronics Zeb-Calyx Wired in Ear Earphones with Mic (Black),159.,₹399₹399,-60%,,Connector: 3.5mm Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GEEKRIA Audio Cable Compatible with Anker Soundcore Space One Pro, Q45, Life Q35, Q30, Q20, COWIN E7 PRO, SE7, SE8, E9 Headphones, 3.5mm AUX Replacement Stereo Cord (4ft / 1.2m)",880.,₹900₹900,-2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.G.R.J® Portable Carrying Headphone Case Cover for Audio-Technica ATH-M20X / ATH-M20XBT / ATH-M30X / ATH-M40X / ATH-M50X / ATH-M50xBT2 / ATH-M50xBT2DS (Hard|EVA|Black),859.,"₹1,999₹1,999",-57%,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nitho Titan PRO 7.1 Surround Gaming Headset with Cardioid Microphone for PS5, PS4, PC, Laptop, Over-Ear Stereo Wired Gaming Headphones with RGB LED Light, 3.5 mm Audio Jack, 50 mm Drivers - Red","1,599.","₹1,599.00₹1,599.00",-60%,,,,,,,,,,,,,,,TITAN PRO RED,,,,,,,,,"MTM Industrial, SUITE 820 8/F OCEAN CENTRE HARBOUR, CITY 5, CANTON ROAD, TSIM SHA TSUI, KOWLOON, HONG KONG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FIFINE USB PC Gaming Headset with 3.5mm Audio Jack, Detachable Microphone, 7.1 Surround Sound, Volume Control, Streaming Over-Ear Wired Headphones for Computer, PS5, Controller, Xbox-H9 White","4,785.","₹7,178₹7,178",-33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) HP H120 Stereo USB Headset, Plug-and-Play USB-A, Built-in Noise-canceling mic, Adjustable Head Strap, Padded Ear Cushions, 360-degree Bendable mic, 1-Year Limited Warranty, Black, 9Z4V9AA","1,025.","₹1,824₹1,824",-44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wecool Moonwalk M2 Bone Conduction Headphones, V5.3 Bluetooth Earphones with IPX6 Sweat & Splash Resistance, Open Ear Headphones for Ear Health & Comfort, Ideal for Sports, Running, Climbing, Cycling","2,248.","₹8,999₹8,999",-75%,,,,,,,,,,,,,,,Moonwalk M2 Bone Conduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"noot products NP11 Wireless Bluetooth in-Ear Headphones with Mic, Volume & Remote Control IPX7 Sweatproof Earbuds for Sports, Running, Gym (Black)","1,199.","₹2,999₹2,999",-60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SteelSeries Arctis Nova 1 Multi-System Wired Gaming On Ear Headset- Hi-Fi Drivers - 360° Spatial Audio - Comfort Design - Durable - Ultra Lightweight - Noise-Cancelling Mic - PC, PS5/PS4, Switch-Black","5,999.","₹9,999₹9,999",-40%,,,,,,,,,,,,,,,Arctis Nova 1 - Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poly Plantronics - Blackwire 3220 Wired Headphones On Ear Headphones with Mic (Black),"4,129.","₹6,447₹6,447",-36%,,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Kraken V3 - Wired USB Gaming Headset - RZ04-03770200-R3M1,"6,299.","₹14,999₹14,999",-58%,,,,,,,,,,,,,,,Kraken V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Adcom Luminosa Stereo Bluetooth Wireless Over Ear Headphones with Mic RGB LED Lights, 15 Hours Battery Life, Passive Noise Cancellation and Equalizer Function (Black)","1,410.","₹2,999₹2,999",-53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portronics Harmonics Z11 Bluetooth Wireless in Ear Earphones with Upto 35 Hours Playback & Magnetic Earbuds(ON/Off), 10mm Dynamic Driver, High Bass, HD Mic, Redial Button, Type C Fast Charging(Black)",699.,"₹2,499₹2,499",-72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise Airwave Pro Bluetooth in Ear Neckband with Upto 32 dB ANC, 60H of Playtime, Dual Device Pairing, 3 Mic ENC for Calling, Low Latency(Upto 40ms), 13mm Driver (Metallic Green)","1,299.","₹3,999₹3,999",-68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HyperX CloudX, Official Xbox Licensed Wired Over The Ear Headset with Mic (Silver)","5,999.","₹11,687₹11,687",-49%,,,,,,,,,,,,,,,CloudX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cyber Acoustics Stereo USB Headset with ENC (AC-204ENC) – Environmental Noise Cancelation, Audio for Calls & Music, in-Line Control Module, Perfect for Call Center, Classroom, Home","3,499.","₹8,999₹8,999",-61%,,,,,,,,,,,,,,,,,,,,,,,,,AC-204ENC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantronics Blackwire C3220 Stereo USB Over Ear Wired Headphones With Mic Black,"4,250.","₹6,447₹6,447",-34%,,,,,,,,,,,,,,,,,,,,,,,,4.14.1 out of 5 stars,4.14.1 out of 5 stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Buds 50C in Ear Type-C Earphone Wired Headphones with in-Line Mic, Metallic Design, Volume Control, 1.2M Cable, 14Mm Driver with Wired Connection",299.,₹649₹649,-54%,,,,,,,,,,,,,,,Zeb- Buds 50C (Black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAPOO VH310 Wired Gaming Headset Virtual 7.1 Channel 50MM Sound Unit RGB Backlit Headphone with 360° Adjustable Noise-Canceling Microphone for Computer PC Gamer - Black,"1,689.","₹4,199₹4,199",-60%,,,,,,,,Plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black-R ENC Wireless Earphone Bluetooth Headphones in Ear Neckband with Upto 130 Hours Playback, ASAP Charge, Bluetooth V5.4, Smart Bass, Wireless Headset, R-005 (Black)",344.,"₹1,999.00₹1,999.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPT Groove Pro Wireless Bluetooth Neckband Earphone, Bluetooth v5.2 with up to 45Hr Playtime, Type-C Fast Charging, ENC, IPX5 Water & Sweat Resistant, IPX5 Water & Sweat Resistance (Black)",699.,"₹2,299₹2,299",-70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Corsair HS80 RGB Wireless Premium Gaming On Ear Headset with Dolby Atmos Audio (Low-Latency, Omni-Directional Microphone, 60ft Range, Up to 20 Hours Battery Life, PS5/PS4 Wireless Compatibility) Black","12,999.","₹25,500₹25,500",-49%,,,,,,,,,,,,,,,HS80 RGB Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Poly by Plantronics - Blackwire 3325 Wired Stereo On Ear Headset with Boom Mic Connect to PC/Mac via USB-A or Mobile/Tablet via 3.5 mm Connector - Works with Teams, Zoom & More: Electronics, Black","7,987.","₹12,999₹12,999",-39%,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sony MDR-EX255AP Wired in-Ear Headphones with Tangle Free Cable, 3.5mm Jack, Headset with Mic for Phone Calls and 1 Year Warranty - (Black)","1,990.","₹9,999.00₹9,999.00",,,,,,,,,,,,,,,,,,,,,,,,,›,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"(Refurbished) Amazon Basics USB Gaming Wired On-Ear Headphones with Detachable Mic, with Blue LED, Windows Software, Simulated 7.1 Surround Sound, 2.4 Meter Braided Cable Flexible Padded Ear Cushions(Black)","1,189.","₹1,699₹1,699",-30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Bassheads 162 V2 Wired in Ear Phones with 10Mm Drivers, Metallic Earbuds, Integrated Controls, in-Line Microphone, Ergonomic Fit, Braided Cable & 3.5Mm Jack(Bold Black)",399.,₹990₹990,-60%,,,,,,,,,,,,,,,,,,,,,,,,,Bassheads 162 V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sennheiser HD 660S2 Open‑Back Hi-Res Audiophile Headphones, Ultra‑Light Aluminum Voice Coil, Extended Sub‑Bass, 300 Ohm Impedance & Airflow Transducer, Plush Ear Cushions, Premium Comfort, 2Y Warranty","27,990.","₹54,990₹54,990",-49%,,,,,,,,Acoustic Silk (Delicate mesh minimizes air turbulence),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PHILIPS TAT1108BK/00 True Wireless Earbuds, in-Ear v5.3 Earphones with Mic, 15H Play Time, Shank Shape, IPX4, Touch Controls & Charging Case for iPhone/iPad (Black)","2,249.","₹3,599₹3,599",-38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noise Buds N1 Pro Truly Wireless Earbuds with Metallic Finish, ANC(Upto 30Db), 60H of Playtime, Dual Pairing, Instacharge(10 Min=200 Min), BT V5.3(Chrome Black)","1,299.","₹4,999₹4,999",-74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kreo Beluga V2 Wired Gaming Headset, 50mm Oraphene Drivers, Duel Chamber, Flip to Mute Mic, Memory Foam Earpads, Lightweight Aluminum Built, PC, PS4, PSS Mobile (Beluga v2 with Converter)","2,699.","₹2,69,900.00₹2,69,900.00",-40%,,,,,,,,,,,,,,,Beluga v2 with Converter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RD M-155 Verve Bluetooth Headphones Wireless in Ear Neckband, BT Version 5.3, Play Time Upto 90 Hrs, Charging Time 1-2 Hours, Standby Time 800 Hours, Charging Port Type-C, Battery 350 mAh Blue",825.,"₹1,099₹1,099",-25%,,,,,,,,,,,,,,,"RD M-155 the best neckband headphone with its unbeatable battery life, impressive sound quality, and convenient features, it's definitely a top contender. We highly recommend checking it out if you're searching for a reliable and stylish wireless companion for your on-the-go lifestyle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RD M-20 Pro Wireless Bluetooth Stereo Neckband with 50 Hours of Playtime, Dynamic 10MM Drivers, Bluetooth v5.12, Water Resistance IPX4, Clrar Calling with ENC Noice Cancellation, Hands Free Call-Blue",558.,"₹1,099₹1,099",-49%,,,,,,,,,,,,,,,,,,,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pioneer DJ HDJ-X10-K Professional DJ Headphones Wired Over Ear, Black","45,990.","₹16,990₹16,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COMEXION Wireless Bluetooth Earpiece V4.1 Hands-Free Earphones with Stereo Noise Canceling Mic, Compatible for iPhone Android Cell Phones Driving/Business/Offices (Blue)","2,799.","₹6,999₹6,999",-60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Hammerhead V3 - Wired Earbuds for Gaming,"5,900.","₹9,999₹9,999",-41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZEBRONICS Zeb Buds 20 in Ear 3.5mm Wired Stereo Earphones with Mic, 1.2 Metre Cable, 14mm Drivers, in Line Mic & Volume Controller (Red)",199.,₹599₹599,-67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Voods V Collar Active Neckband Bluetooth Headphones, Wireless Earphones with Magnetic Ear Buds, Upto 20 Hours Playtime, 10mm Audio Drivers, Dual Pairing (Red)",629.,"₹3,449₹3,449",-82%,,,,,,,,,,,,,,,,,,,,,,,,What is Pay on Delivery (Cash/Card)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"boAt Rockerz 150 Pro Bluetooth Neckband in Ear Earphones w/ 150hrs Playback, Dual EQ Modes, Crystal Bionic Sound by HiFi DSP 5, AI-ENx Technology, Dual Pairing,Beast Mode,ASAP Charge(Black)","1,199.","₹3,990₹3,990",-70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
