Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"Dell New 15 Laptop, 15.6- Inches FHD 120Hz 250 Nits, AMD Ryzen R7-7730U, 16GB DDR4, 512 SSD, AMD Radeon Graphics, Standard Keyboard, Win 11+Office H&S 2024, Platinum Silver, Thin & Light- 1.63 Kg",-19%,"₹65,449₹65,449","52,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Dell 15 DC15255,‎Platinum Silver,‎laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.9 x 35.4 x 6.9 cm; 1.63 kg,‎Dell 15 DC15255,‎AMD,‎AMD Ryzen 7,‎4.5 GHz,‎1,‎DDR4,,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon™ Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Adapter, Keyboard, Laptop, User Manual",‎China,‎1 kg 630 g
"Dell Vostro, Intel Core i3 13th Gen - 1305U, 16GB DDR4 RAM, 512GB, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Carbon Grey, 1.66Kg, 120Hz 250 nits Narrow Border Display, Intel UHD Graphics Laptop",-25%,"₹54,479₹54,479","40,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Vostro 3530,‎Cabon Black,‎Laptop,‎15 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.1 x 35.5 x 7.3 cm; 2 g,‎i3-1305U,‎Intel,‎Core i3,‎4.5,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Keyboard,‎China,‎2 g
"HP 15, 13th Gen Intel Core i5-1335U Laptop (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6''/39.6cm, FHD, Win11,M365,Office24, Silver,1.59kg, Iris Xe Graphics, FHD Camera w/Privacy Shutter, fd0577TU",-22%,"₹70,841₹70,841","54,990.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Glacier Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎51.9 x 30.8 x 6.9 cm; 1.59 kg,‎fd0577TU,‎Intel,‎Core i5,‎4.6 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",‎China,‎1 kg 590 g
"ASUS Zenbook 14,Intel Core Ultra 7 (Series 2),Thin & Light(Intel Arc iGPU/32GB/1TB/3K OLED Touch screen/14/120Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Foggy Silver/1.28 kg) UX3405CA-PZ348WS",-27%,"₹1,58,990₹1,58,990","1,15,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Zenbook 14,‎Foggy Silver (Ultra 7),‎Clamshell,‎14 Inches,‎2880 x 1800 pixels,‎2880 x 1800 pixels,‎41.2 x 33 x 7.6 cm; 1.28 kg,‎UX3405CA-PZ348WS,‎Intel,‎Intel Core Ultra 7,‎2 GHz,‎16,"‎LPDDR5X, LPDDR5X, LPDDR5X",‎DDR5 RAM,‎32 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11.be,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎75 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 280 g
"HP 14 (2025), 245 G10 AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg",-63%,"₹78,690₹78,690","28,780.",‎HP,‎HP,‎HP 14,‎Ash Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎45.5 x 33.4 x 6.6 cm; 1.4 kg,‎HP 14,‎AMD,‎Ryzen 5,‎2.8 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,‎Yes,‎41 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 400 g
"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver",-16%,"₹99,900₹99,900","83,990.",‎Apple,"‎Apple, Apple Inc, One Apple Park Way, Cupertino, CA 95014, USA. or Apple India Private Limited 13th Floor, Prestige Minsk Square, Municipal No. 6, Cubbon Road, Bengaluru, Karnataka - 560001, India","‎13-inch MacBook Air (M4, 2025)",‎Silver,,‎13.6 Inches,,‎2560 x 1664 Pixels,‎37.79 x 28.5 x 8.3 cm; 1.24 kg,‎MW0W3HN/A,‎Apple,‎Apple M4,‎0.01 GHz,‎10,‎Unified Memory,,‎24 GB,‎SSD,,‎Apple Integrated Graphics,‎Apple,‎Integrated,‎DDR5 SDRAM,,‎Integrated,,,,‎No,‎Mac OS,‎Yes,‎53.8 Watt Hours,‎4,"‎13-inch MacBook Air, USB-C Power Adapter, USB-C to MagSafe 3 Cable (2m)",‎China,‎1 kg 240 g
"Dell 15, Intel Core i3 13th Gen - 1305U, 8GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Titan Grey, 1.69kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",-28%,"₹48,529₹48,529","34,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Vostro,"‎15.6"", Grey",‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.2 x 35.79 x 7.4 cm; 1.66 kg,,‎Intel,‎Core i3,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎802.11ac,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Laptop | Adapter | User Manual,,‎1 kg 660 g
"Lenovo Yoga Slim 7 Intel Core Ultra 5 125H 14""(35.5cm) WUXGA-OLED 400Nits Laptop (16GB RAM/512GB SSD/AI PC/2Wx4 Speakers/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.39Kg), 83CV0085IN",-28%,"₹1,10,490₹1,10,490","79,490.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎Yoga Slim 7,‎Luna Grey,‎Thin & Light,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎45.2 x 28.9 x 7.9 cm; 1.39 kg,‎14IMH9,‎Intel,‎Intel Core Ultra 5,‎4.5 GHz,‎14,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎PCIE x 4,‎Integrated Intel Arc Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎65 Watt Hours,‎4,"‎Laptop, Power Adapter, User Guide, Warranty Card",‎China,‎1 kg 390 g
"Walker Best Student & Office Work Laptop|Thin & Light|15.6"" 1920 * 1080 Resolution FHD IPS Display |8GB RAM,256 GB SSD|Intel Celeron Processor N4020 | Windows 11 Home |Silver",-59%,"₹39,990₹39,990","16,490.",‎Walker,"‎Babosa Industrial park, Mumbai-Nashik Highway NH3, Saravali Village, Bhiwandi, Thane-421302, Maharashtra, India, Panache Digilife Limited",‎Pro,‎Silver,‎Netbook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎42.5 x 33.6 x 8.8 cm; 1.6 kg,‎NU15A1,‎Intel,‎Celeron N4020,‎2.8 GHz,‎1,‎LPDDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, NFC, Wi-Fi",‎Bluetooth,‎1,‎BD-ROM,‎Windows 11 Home,‎Yes,‎7500 Milliampere Hour (mAh),‎2,"‎Laptop, AC Adaptor, User Guide",‎India,‎1 kg 600 g
"Dell Inspiron 3530, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",-17%,"₹72,605.84₹72,605.84","59,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Inspiron,‎Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.1 x 35.5 x 6.9 cm; 1.62 kg,‎Inspiron 3530,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Device,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,‎Laptop | Power Cable |User Manual,‎China,‎1 kg 620 g
"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA",-64%,"₹36,502₹36,502","12,990.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎Chromebook,‎Maca Blue,‎Chromebook,‎11.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎41.79 x 25.1 x 6.9 cm; 1.21 kg,‎11IJL9,‎Intel,‎Others,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎4 GB,‎Emmc,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,"‎802.11ax, Bluetooth",‎1,‎No Optical Drive,‎Chrome OS,‎Yes,‎42 Watt Hours,‎4,"‎Chromebook, Power Adapter, User guide",‎China,‎1 kg 210 g
"HP Chromebook (2024) MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook (11.6 Inch, Black, 1.34 Kg)",-34%,"₹19,000₹19,000","12,490.",‎HP,‎Compal Information CO LTD,‎11MK G9,‎Black,‎Ultra-Portable,‎11.6 Inches,‎1280 x 720 pixels,‎1280 x 720 pixels,‎46.6 x 32.2 x 7.6 cm; 1.34 kg,‎11MK G9 EE,‎MediaTek,‎MediaTek MT8183,‎2 GHz,‎1,‎LPDDR4X,‎DDR4 SDRAM,‎4 GB,‎Emmc,‎Solid State,‎MediaTek Integrated ARM Mali G72 MP3 Graphics,‎MediaTek,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11n,,,‎Chrome OS,‎Yes,‎2.6 Watt Hours,‎4,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 340 g
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U,Thin & Light (AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/14/60Hz/42WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.38 kg) E1404FA-NK3325WS",-32%,"₹43,990₹43,990","29,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook Go 14,‎Mixed Black,‎Clamshell,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎44.7 x 29 x 6.5 cm; 1.21 kg,‎E1404FA-NK3325WS,‎AMD,‎Ryzen 3,‎2.4 GHz,‎1,‎Lpddr 5,‎DDR5 RAM,‎8 GB,‎SSD,‎USB,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 210 g
"Primebook 2 Max 2025 (New Launch) | 8GB RAM, 256GB UFS Storage | 15.6-Inch Full HD IPS Display | 12hrs Battery | MediaTek Helio G99 | Android 15 (PrimeOS 3.0) | Backlit Keyboard | in-Built AI | Gray",-43%,"₹34,990₹34,990","19,990.",‎Primebook,‎VVDN Technologies Private Limited,‎Primebook 2 Max,‎Gray,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎41.79 x 28.4 x 8.4 cm; 1.61 kg,,‎MediaTek,‎MediaTek Helio,‎2 GHz,‎1,‎LPDDR4X,‎DDR4 SDRAM,‎8 GB,‎UFS 2.2,,‎Mali-G57,‎MediaTek,‎Integrated,‎DDR4 SDRAM,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11a/b/g/n/ac,,,‎PrimeOS 3.0,,,,"‎1 Laptop, 1 Charger, Use Manual, Welcome Card",‎India,‎1 kg 610 g
"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.70 kg) X1502VA-BQ835WS",-30%,"₹69,990₹69,990","48,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Office 2024_Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.6 x 27.8 x 6.4 cm; 1.5 kg,‎X1502VA-BQ835WS,‎Intel,‎Core i5,‎2.1 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 500 g
"ASUS Vivobook S14, Intel Core Ultra 5 225H, Metallic Design Laptop (Intel iGPU/16GB RAM/512GB SSD/FHD+/14""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Matte Gray/1.4 Kg) S3407CA-LY057WS",-29%,"₹99,990₹99,990","70,990.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Vivobook S14,‎Matte Gray,‎vivobook,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎43.2 x 27 x 6.4 cm; 1.4 kg,‎S3407CA-LY057WS,‎Intel,‎Intel Core Ultra 5,‎1.7 GHz,‎14,‎DDR5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎70 Watt Hours,‎4,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 400 g
"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/1TB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42Whr/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.7 Kg)X1502VA-BQ1298WS",-30%,"₹87,990₹87,990","61,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 15,‎Quiet Blue,‎Vivobook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.4 x 29.6 x 6.6 cm; 1.7 kg,‎X1502VA-BQ1298WS,‎Intel,‎Intel Core i7,‎2.4 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",‎China,‎1 kg 700 g
"acer Travel Lite 14[New Launch], AMD Ryzen 3-7330U, 16GB RAM, 512GB SSD, 14inch Full HD, UHD Graphics, Premium Metal Body, Windows 11 Pro, MSO 21, 1.34KG, TL14-42M, Thin & Light Laptop",-24%,"₹39,999₹39,999","30,300.",‎acer,‎Kapok Computer CO. LTD,‎Travel Lite,‎Silver,‎Notebook,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎46.6 x 29.1 x 8.5 cm; 1.34 kg,‎TL14-42M,‎AMD,‎Ryzen 3,‎2.3 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎USB,‎AMD Redeon,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Bluetooth,‎802.11ax,‎1,,‎Windows 11 Pro,‎Yes,‎36 Watt Hours,‎3,‎Adapter,‎India,‎1 kg 340 g
"Lenovo IdeaPad 5 2-in-1 AMD Ryzen AI 7 350 (24GB RAM/1TB SSD/14 (35.5cm)/WUXGA OLED/Windows 11 AI Now/Copilot+PC/Office Home 2024/Digital Pen 2/Grey/1.5Kg), 83KT000LIN Convertible Laptop",-28%,"₹1,32,890₹1,32,890","96,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 5 2-in-1,‎Luna Grey,‎Convertible,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎45 x 29.7 x 7.7 cm; 1.5 kg,‎14AKP10,‎AMD,‎AMD Ryzen 7,‎2 GHz,‎8,‎DDR5,‎DDR5 RAM,‎24 GB,‎SSD,‎PCIE x 4,‎Integrated AMD Radeon 860M Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎802.11.be,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎57 Watt Hours,‎4,"‎Laptop, Lenovo Digital Pen 2, Power Adapter, User guide",‎China,‎1 kg 500 g
"HP 15, Intel Ci7-13620H 13th Gen Laptop (16GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6''/39.6cm, FHD, Win11, M365 Basic(1yr), Office Home24, Silver,1.65kg, FHD Camera W P. Shutter, Backlit",-9%,"₹77,507₹77,507","70,790.",‎HP,"‎HP, HP India Sales Pvt. Ltd.",‎HP Laptop,‎Silver-Ci7,‎Netbook,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52.1 x 31.1 x 6.9 cm; 1.65 kg,‎FR0025TU,‎Intel,‎Core i7 Family,‎4.9 GHz,‎1,‎DDR4,,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",,‎1 kg 650 g
"Lenovo V15 Intel Celeron N4500 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/256GB SSD/Windows 11 Home/Black/1Y Onsite/1.7 kg), 82QYA00MIN",-48%,"₹45,000₹45,000","23,450.",‎Lenovo,"‎LCFC (HeFei) Electronics Technology Co., Ltd. No.3188-1, Yungu Road, Economics and Technology Development District, Hefei, Anhui-230601, China, Lenovo",,‎Yes,‎laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1080p,,‎Lenovo V15 G2 Ijl,‎Intel,‎Celeron N,‎1.1,‎1,‎DDR4,‎DDR4 SDRAM,,‎SSD,‎USB 3.2,‎Intel UHD Graphics 600,,‎Integrated,‎Shared,,‎Integrated,,‎Bluetooth,,‎No Optical Drive,‎Windows 11 Home,,,,,,‎1 kg 700 g
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6' FHD, Win11,MS Office Home21, Silver,1.59kg, FHD Camera w/Privacy Shutter, fd0569TU / fd0129TU",-27%,"₹50,903₹50,903","36,990.",‎HP,"‎HP, Techfront China",‎HP Laptop,‎Silver,‎Netbook,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎52 x 31 x 6.8 cm; 1.59 kg,‎fd0569TU,‎Intel,‎Core i3 Family,‎4.5 GHz,‎1,‎DDR4,‎DDR5 RAM,‎8 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎VRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User manual",,‎1 kg 590 g
"Acer [SmartChoice Aspire Lite AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop",-43%,"₹58,999₹58,999","33,490.",‎acer,"‎ACER INDIA PRIVATE LIMITED, RS No.38/2, Sedarpet Village, Villanur Commune, Poducherry - 605111., Acer",‎Aspire Lite,‎Gray,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48 x 31.9 x 8.9 cm; 1.59 kg,‎AL15-41,‎AMD,‎Ryzen 5,‎2.3 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎36 Watt Hours,‎3,"‎‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 590 g
"ASUS ROG Strix G16 13th Gen, Intel Core i7-13650HX Gaming Laptop(NVIDIA RTX 4050-6GB/140W RGP/16GB RAM/1TB SSD/FHD+/16""/165Hz/RGB KB/90WHr/Windows 11/Office 2021/Eclipse Gray/2.50 Kg) G614JU-N3200WS",-25%,"₹1,51,990₹1,51,990","1,13,749.",‎ASUS,"‎ASUS, INVENTEC (CHONGQING) CORPORATION, NO.66, WEST DISTRICT 2ND RD, SHAPINGBA DISTRICT, CHONGQING, CHINA 401331",‎ROG Strix G16,‎Eclipse Gray (RTX 4050),‎Gaming Laptop,‎16 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,,‎G614JU-N3200WS_WO,‎Intel,‎Core i7,‎4.9 GHz,‎14,"‎SODIMM, SODIMM, SODIMM",‎SODIMM,‎32 GB,‎SSD,‎PCIE x 4,‎NVIDIA GeForce RTX 4050,‎NVIDIA,‎Dedicated,‎GDDR6,,‎PCI Express,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,,‎4,"‎Laptop, Adapter & User Manual",‎China,‎2 kg 500 g
