Product_Name,Discount,MRP,Selling_Price,Brand,Manufacturer,Series,Colour,Form_Factor,Standing_Screen_Display_Size,Screen_Resolution,Resolution,Package_Dimensions,Item_Model_Number,Processor_Brand,Processor_Type,Processor_Speed,Processor_Count,Memory_Technology,Computer_Memory_Type,Maximum_Memory_Supported,Hard_Disk_Description,Hard_Drive_Interface,Graphics_Coprocessor,Graphics_Chipset_Brand,Graphics_Card_Description,Graphics_RAM_Type,Graphics_Card_RAM_Size,Graphics_Card_Interface,Connectivity_Type,Wireless_Type,Number_of_HDMI_Ports,Optical_Drive_Type,Operating_System,Are_Batteries_Included,Lithium_Battery_Energy_Content,Number_of_Lithium_Ion_Cells,Included_Components,Country_of_Origin,Item_Weight
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",-26%,"₹38,000₹38,000","27,999.",‎Lenovo,‎Lenovo Group Limited,‎V15,‎Silver,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎53.5 x 33.1 x 7.1 cm; 1.5 kg,‎V15,‎AMD,‎Athlon,‎2.4 GHz,‎2,,‎DDR5 RAM,‎8 GB,‎512GB NVMe M.2 SSD,,‎AMD Radeon 610M,‎AMD,‎Dedicated,,,,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,,‎Windows 11,‎Yes,‎65 Watt Hours,‎2,,,‎1 kg 500 g
"DELL 15 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Smoky Black/1.8 kg/MS Office 2021/3 Years Warranty",-26%,"₹49,990₹49,990","36,899.",‎Dell,‎DELL,‎Latitude 15,‎Smoky Black,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎35.9 x 23.5 x 1.8 cm; 1.5 kg,‎Latitude 15,‎Intel,‎Core i3-1215U,‎4.4 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Home,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty",-43%,"₹85,000₹85,000","48,800.",‎Lenovo,"‎Lenovo India Private Limited, lenovo india",‎Lenovo V14 G3 IAP,‎Gray,‎laptop,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.9 x 37.79 x 9.7 cm; 1.62 kg,‎82TS00JGUS,‎Intel,‎Core i7-1255U,‎4.7 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11,‎Yes,‎38 Watt Hours,‎3,"‎inbuilt battery, laptop",,‎1 kg 620 g
"HP 15 (2025), Celeron 8 GB 256 GB SSD 11 Thin and Light",-52%,"₹46,990₹46,990","22,450.",‎HP,‎HP,‎HP 15,‎Ash Grey,‎Laptop,‎15.6 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎52 x 31.5 x 6.9 cm; 1.5 kg,‎HP 15,‎Intel,‎Celeron N,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,,‎42 Watt Hours,‎3,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 15.6 inch (39.6cm) FHD Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/1Yr ADP Free/Grey/1.62Kg), 83ER00KPIN/83ER00KRIN",-43%,"₹85,000₹85,000","48,600.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad,"‎i5-12th Gen | 15.6""",‎Ultra-Portable,‎39.6 Centimetres,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.4 x 33.1 x 7.5 cm; 1.37 kg,‎15IAH8,‎Intel,‎Core i5 Family,‎2,‎5,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,"‎802.11ax, Bluetooth",‎1,‎No Optical Drive,‎Windows 11,‎Yes,‎47 Watt Hours,‎4,‎Laptop,,‎1 kg 370 g
"ASUS Vivobook 15, Intel Core i3-1215U, 16GB RAM, 512GB SSD, FHD 1920x1080, 1.2 GHz, 15.6"", Windows 11, MS Office Home, Cool Silver, 1.7KG, X1504ZA-NJ342WS, Integrated Graphics, Thin & Light Laptop",-24%,"₹45,990₹45,990","34,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) LIMITED B01 SEC C AIRPORT FUNCTION ZONE LIANGLU CUNTAN FREE TRADE PORT AREA, YUBEI DISTRICT CHONGQING CHINA",‎Vivobook 15,‎i3-12 | 16GB [Silver],‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.4 x 28.7 x 6.5 cm; 1.7 kg,‎X1504ZA-NJ342WS,‎Intel,‎Core i3-1215U,‎1.2 GHz,‎6,‎DDR4,‎DDR4 SDRAM,‎16 GB,‎SSD,‎USB,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Charging Adapter & User Manual",,‎1 kg 700 g
"Dell SmartChoice G15-5530, Intel Core i5 13th Gen - 13450HX, NVIDIA RTX 3050-6GB, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MS Office 21, Dark Shadow Grey, 2.65Kg Gaming Laptop",-27%,"₹1,05,398₹1,05,398","76,962.",‎Dell,"‎DELL, Dell India Pvt Ltd",‎Dell Laptop,‎Dark Shadow Gray with Black thermal shelf,‎Gaming,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎New Dell Gaming G15,‎Intel,‎Core i5,‎4.6 GHz,‎1,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎Solid State,"‎NVIDIA GeForce RTX 3050, 6 GB GDDR6",‎NVIDIA,‎Dedicated,‎GDDR6,,‎PCI Express,"‎Bluetooth, Wi-Fi",‎Bluetooth,‎1,‎No Optical Device,‎Windows 11 Home,‎Yes,‎56 Watt Hours,‎3,"‎‎‎User Manual, Laptop, Charger & Adapter",‎China,‎2 kg 600 g
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",-23%,"₹1,10,890₹1,10,890","85,490.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎LOQ,‎RTX 4050 | Office 2024,‎Gaming Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎54 x 35.7 x 8.9 cm; 2.38 kg,‎15ARP9,‎AMD,‎Ryzen 7,‎3.1 GHz,‎8,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎PCIE x 4,‎NVIDIA RTX 4050,‎NVIDIA,‎Dedicated,‎Shared,,‎PCI Express,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,‎Not Available,‎Windows 11 Home,‎Yes,‎60 Watt Hours,‎4,"‎Laptop, Power Adapter, User Guide",‎China,‎2 kg 380 g
"ASUS Vivobook 14, Intel Core 5 120U, Thin & Light Laptop(Intel Graphics/Fingerprint/16GB RAM/512GB SSD/FHD/14/60Hz/42Whrs/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.4 Kg) X1404VAP-EB542WS",-41%,"₹73,990₹73,990","43,990.",‎ASUS,"‎ASUS, DIGITEK (CHONGQING) Limited, B01 SEC C Airport Function Zone Lianglu Cuntan Free Trade Port Area, Yubei District, China",‎ASUS Vivobook 14,‎Quiet Blue,,‎14 Inches,,‎1920 x 1080 Pixels,‎45.29 x 27.9 x 6.7 cm; 1.4 kg,‎X1404VAP-EB542WS,‎Intel,‎Intel Core 5,‎1.4 GHz,‎10,‎DDR4,,‎16 GB,‎SSD,,,‎Intel,‎Integrated,‎Shared,,‎Integrated,,,,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 400 g
"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty",-39%,"₹54,900₹54,900","33,490.",‎Lenovo,"‎Lenovo, Lenovo India",‎V15 G4 AMN,‎Premium Grey,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎48.77 x 30.73 x 6.6 cm; 1.62 kg,,‎AMD,‎Ryzen 5,‎2.8 GHz,‎1,‎DDR4,‎DDR5 RAM,‎16 GB,‎SSD,‎USB,‎AMD Radeon R5,‎AMD,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎802.11ax,‎1,,‎DOS,‎Yes,‎41 Watt Hours,‎3,‎Webcam,,‎1 kg 620 g
"DELL 14 (2025) Intel Core i3 12th Gen 1215U - (32 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/14.0"" HD Display/Grey/1.5 kg/MSO 2021/1 Year ADP Warranty",-44%,"₹69,999₹69,999","38,990.",‎Dell,‎DELL,‎Latitude 14,‎Grey,‎Laptop,‎14 Inches,‎1366 x 768 pixels,‎1366 x 768 pixels,‎33 x 21 x 1.6 cm; 1.5 kg,‎DELL 14,‎Intel,‎Core i3-1215U,‎4.4 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11ax,‎1,,‎Windows 11 Pro,,‎38 Watt Hours,‎2,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"ASUS Vivobook 14, Intel Core i5-1335U,Thin & Light Laptop(Intel UHD iGPU/8GB RAM/512GB SSD/FHD/14/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.4 Kg) X1404VA-NK763WS",-25%,"₹56,990₹56,990","42,790.",‎ASUS,"‎ASUS, TECH FRONT ( CHONGQING) Computer Co. Ltd, NO 18 , Zongbao Road, Shapingba Dist,Chongquing, China",‎ASUS Vivobook 14,‎Silver | 8GB,‎Clamshell,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.5 x 27.1 x 6.4 cm; 1.4 kg,‎X1404VA-NK763WS,‎Intel,‎Intel Core i5,‎1.3 GHz,‎10,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎Intergrated Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎802.11ax,‎802.11ax,‎1,‎No Optical Storage,‎Windows 11 Home,‎Yes,‎42 Watt Hours,‎3,"‎Laptop, Power Adaptor, User Guide, Warranty Documents",,‎1 kg 400 g
"MSI Titan 18 HX AI,Intel Series 2 Core Ultra 9 285HX,46CM UHD+ MiniLED 120Hz Gaming Laptop(64GB/6TB NVMe SSD/Windows 11 Home/GeForce RTX 5090,GDDR6 24GB/Core Black/3.6Kg), A2XWJG-486IN",-6%,"₹6,59,990₹6,59,990","6,20,990.",‎MSI,"‎MICRO-STAR INTERNATIONAL CO., LTDNo.88, East Qianjin Road Kunshan City Jiangsu China, MSI",‎Titan 18 HX AI A2XWJG,‎Core Black,‎Clamshell,‎46 Centimetres,‎3840 x 2400 pixels,‎3840 x 2400 pixels,‎59.8 x 37.4 x 17 cm; 3.6 kg,‎9S7-182421-486,‎Intel,‎Intel Core Ultra 9,‎2.1 GHz,‎1,‎DDR5,‎DDR5 RAM,‎96 GB,‎SSD,‎USB,‎NVIDIA GeForce RTX 5090,‎Intel,‎Dedicated,‎GDDR6,,‎PCI Express,"‎Bluetooth, Wi-Fi",‎802.11ac,‎1,,‎Windows 11 Home,‎Yes,‎99.9 Watt Hours,‎4,"‎Laptop, MSI Dual Drive 256GB + MSI Lucky Figure Keychain_Black, MSI Gaming Mouse , MSI Laptop Bag, Power Adaptor, User Guide",,‎3 kg 600 g
"HP 15, 13th Gen Intel Core i3-1315U Laptop (8GB DDR4, 512GB SSD) Anti-Glare, Micro-Edge, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.59kg, Intel UHD Graphics, 1080p FHD Camera, 15-fd0006TU/fd0186tu",-26%,"₹48,419₹48,419","35,990.",‎HP,"‎HP, SG66 – QUANTA CQ Tech-Front (CHongqing) computer CO.,LTD 18#, comprehensive bonded zone avenue, Shapingba District 401332 Chongqing China",‎HP Laptop,‎Silver,‎Ultra-Portable,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎91Q92PA,‎Intel,‎Core i3,‎4.5 GHz,‎1,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎USB-C,‎Intel,‎Intel,‎Integrated,‎DDR4 SDRAM,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Laptop, Power Adapter, User Manual",‎China,‎2 kg 430 g
RIONTO Prime Laptop Bags for Men Office Use | Upto 15.6 inch | Expandable Bottom | Mobile & Pen Compartment with Multiple Organizers | PU Leather | Professional Office Bag for Man & Women - Tan,-32%,"₹2,199₹2,199","1,499.",‎RIONTO,"‎Rionto, Rionto Innovations, Madhapur, Hyderabad, Customer Support: +91 95422 95514",‎Messenger Bag,‎Tan,,,,,,‎AA-9LK6-0KLX,,,,,,,,,,,,,,,,,,,,,‎No,,,"‎Messenger Bag, Adjustable Shoulder Strap",‎India,‎840 g
"Lenovo LOQ 2024 12Th Gen Intel Core I5-12450HX | NVIDIA RTX 3050 6GB (16GB RAM/512GB SSD/15.6"" (39.6Cm)/Windows 11/Office Home 2024/100% Srgb/3 Mon. Game Pass/Grey/2.4Kg), 83GS00LNIN Gaming Laptop",-38%,"₹96,590₹96,590","59,895.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎LOQ,‎i5-12th | RTX 3050,‎Gaming Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎54 x 35.9 x 8.9 cm; 2.38 kg,‎15IAX9,‎Intel,‎Others,‎2.4 GHz,‎8,‎DDR5,‎DDR5 RAM,‎32 GB,‎SSD,‎PCIE x 4,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎Dedicated,‎Shared,,‎PCI Express,‎Bluetooth,‎802.11ax,‎1,‎Not Available,‎Windows 11 Home,‎Yes,‎60 Watt Hours,‎4,"‎Laptop, Power Adapter, User Guide",‎China,‎2 kg 380 g
"Lenovo 15 (2025), AMD Ryzen 5 7520U Quad Core - (16 GB/512 GB SSD/AMD Radeon 610M Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.6 kg/MS Office 2021",-39%,"₹55,000₹55,000","33,300.",‎Lenovo,‎Lenovo,‎Lenovo 15,‎Arctic Grey,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎35.9 x 23.5 x 1.8 cm; 1.5 kg,‎Lenovo 15,‎AMD,‎Ryzen 5,‎2.8 GHz,‎4,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon Graphics,‎AMD,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,‎Yes,‎65 Watt Hours,‎2,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Acer Chromebook, Intel Celeron N4500, 8GB RAM, 128GB eMMC, Full HD LED Backlit TFT LCD 15.6""/39.6 cm, Chrome OS, Silver, 1.6 KG, CB315-4H, Intel Graphics, WiFi 6 Laptop",-38%,"₹33,999₹33,999","20,990.",‎acer,"‎Acer, Quanta, Tech-Front (Chongqing) Computer Co.,Ltd, (Quanta Chongqing), 18#,Zongbao Road, Shapingba District, Chongqing, China",‎CB315-4H,‎Silver,‎laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎50.5 x 32.29 x 7.1 cm; 1.6 kg,‎CB315-4H,‎Intel,‎Others,‎1.1 GHz,‎1,‎LPDDR4X,‎SDRAM,‎8 GB,‎Emmc,‎Ethernet,‎Intel UHD Graphics,‎Intel,‎Integrated,‎SDRAM,,‎Integrated,‎Bluetooth,‎Bluetooth,‎1,,‎Chrome OS,‎Yes,‎48 Watt Hours,‎3,"‎1U (contains Laptop 1N, Power cord 1N, Adapter 1N, User Manual 1N)",‎China,‎1 kg 600 g
"HP ProBook 455 G9 Business Laptop, 15.6"" FHD (1920 x 1080), AMD Ryzen 5 5625U, 32GB RAM, 1TB SSD, AMD Radeon Graphics, Webcam, HDMI, RJ45, Windows 11 Pro, XPI Bundle",-26%,"₹85,000₹85,000","62,990.",‎HP,‎HP,‎ProBook 455 G9,‎Silver,‎Clamshell,‎15.6,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎ProBook 455 G9,‎AMD,‎Ryzen 5,‎2.3 GHz,‎4,"‎DDR4, SO-DIMM",‎DDR4 SDRAM,‎32 GB,‎SSD,‎PCIE x 4,‎Integrated,‎AMD,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Pro,‎Yes,‎42 Watt Hours,,‎XPI Mouse Pad,,‎1 kg 740 g
"Lenovo 15 (2025), Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Black/1.6 kg/MS Office 2021",-32%,"₹35,000₹35,000","23,900.",‎Lenovo,‎Lenovo,‎Lenovo 15,‎Black,‎Laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎32.3 x 22.1 x 2.1 cm; 1.5 kg,‎Lenovo 15,‎Intel,‎Celeron,‎1.1 GHz,‎2,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi","‎802.11ax, Bluetooth",‎1,,‎Windows 11 Pro,‎Yes,‎65 Watt Hours,‎2,"‎LAPTOP, POWER ADAPTER, USER GUIDE",,‎1 kg 500 g
"Lenovo Smartchoice Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg), 83KX0059IN Laptop",-26%,"₹96,490₹96,490","71,190.",‎Lenovo,"‎Lenovo, One of the below: Hefei Bitland Information Technology Co.,Ltd - No.4088 Jiuxiu Road National Hefei economic & technology development area Hefei Anhui China LCFC（Hefei) Electronics Technology Co., Ltd. - NO.1-3188,YUNGU ROAD, HEFEI EXPORT PROCESSING ZONE. ANHUI PROVINCE,CHINA Tech-Com(Shanghai) Computer Co Ltd - No.6 Ln.58,San-Zhuang Rd., Songjiang EPZ ShangHai, China Wistron InfoComm (Kunshan) Co.Ltd - 168# First Avenue, Kunshan Export Processing Zone, Kunshan, Jiangsu, China Compal information technology (kunshan) CO., LTD. - Address: No. 58, the 1st street, Kunshan Export Processing Zone, Jiangsu, P.R.O.C. CHINA Kunshan Hichain storage Co. Ltd - No. 88 Xinxiang Road Avenue Kunshan CBZ Wujiang Hichain warehousing LTD - No.2088 Pangjin road, Wujiang economic development area, Jiangsu, China",‎IdeaPad 5 2-in-1,‎Luna Grey,‎Convertible,‎14 Inches,‎1920 x 1200 pixels,‎1920 x 1200 pixels,‎46.4 x 30.9 x 6.8 cm; 1.6 kg,‎14IRH9,‎Intel,,‎2.1 GHz,‎8,‎Lpddr 5,‎DDR5 RAM,‎16 GB,‎SSD,‎PCIE x 4,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎802.11bgn,‎1,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎57 Watt Hours,‎4,"‎Laptop, Lenovo Digital Pen, Power Adapter, User Guide",‎China,‎1 kg 600 g
"Dell 15, AMD Ryzen 7-7730U, 16GB DDR4, 512GB SSD, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Platinum Silver, 1.63 Kg, 120Hz 250 nits, AMD Radeon Graphics, Standard Keyboard, Thin & Light Laptop",-19%,"₹65,449₹65,449","52,990.",‎Dell,"‎Dell India Pvt Ltd, Dell India Pvt. Ltd.",‎Dell 15 DC15255,‎Platinum Silver,‎laptop,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,‎45.9 x 35.4 x 6.9 cm; 1.63 kg,‎Dell 15 DC15255,‎AMD,‎AMD Ryzen 7,‎4.5 GHz,‎1,‎DDR4,‎Shared,‎16 GB,‎SSD,‎Solid State,‎AMD Radeon™ Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,‎Wi-Fi,‎Bluetooth,‎1,,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Adapter, Keyboard, Laptop, User Manual",‎China,‎1 kg 630 g
"Ant Esports Lapi MousePad 260X210X3mm Anti-fray Stitching, Universal Shortcut Sheet Waterproof Surface & Non-Slip Rubber Base Stitched Edges Mouse Mat for Laptop,Compatible with Laser and Optical Mice",-82%,₹499₹499,89.,‎Ant Esports,"‎Ant Esports, Ant Esports",,,,,,,,‎Lapi,,,,,,,,,,,,,,,,,,,,,,,,,‎China,‎100 g
"Dell Inspiron 14 Laptop, Intel Core i3-1305U Processor, 8GB, 512GB, Intel® UHD Graphics, 14"" (36.06cm) FHD+ 300nits Display, Backlit Keyboard, Win 11 + Office H&S 2024, Ice Blue, 1.54kg",-20%,"₹49,636₹49,636","39,490.",‎Dell,"‎DELL, Dell India Pvt Ltd",‎Inspiron 5440,‎Ice Blue,,‎14 Inches,,‎1920 x 1200 Pixels,‎42.29 x 35.5 x 7.1 cm; 1.54 kg,‎Dell Inspiron 14 5440 Laptop,‎Intel,‎Core i3 Family,‎1.2 GHz,‎1,‎DDR5,,‎32 GB,‎SSD,‎Solid State,‎Intel UHD Graphics,‎Intel,‎Integrated,‎Shared,,‎Integrated,"‎Bluetooth, Wi-Fi",‎Bluetooth,,‎No Optical Drive,‎Windows 11 Home,‎Yes,‎41 Watt Hours,‎3,"‎Documentation, Laptop, Power Adapter, Power Cord",‎China,‎1 kg 540 g
Lenovo V15 Intel Celeron n4500 FHD 15.6 inch Laptop / 8GB DDR4 Ram and 256GB NVME SSD/Intel UHD Graphics/Windows 11 & MS-Office/Privacy Shutter/Black / 1.6kg / 1 Year Brand Warranty,-71%,"₹78,690₹78,690","22,980.",‎Lenovo,‎Lenovo Group Limited,‎V15,‎Black,‎Clamshell,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎82YU00UPPB,‎Intel,‎Celeron,‎1.1 GHz,‎4,‎DDR4,‎DDR4 SDRAM,‎8 GB,‎Solid State Hard Drive,‎NVMe,‎Intel UHD Graphics,‎Intel,‎Integrated,‎DDR4 SDRAM,,,‎Wi-Fi,‎5.8 GHz Radio Frequency,‎1,,‎Windows,‎No,,,,,‎1 kg 600 g
